155.5,38,17,50
156,38,18,50
156,36.5,18,53
157,38,18,50
156.5,38,19,50
156,38,20,50
156.5,40,19,48
157.5,40,19,48
158,40,20,48
159,39,20,50
160.5,39,21,50
160.5,40,21,48
163,39,20,50
164.5,40,19,50
167,40,18,50
167.5,41,17,48
169,40,16,48
171,40,16,48
172.5,39,15,50
174.5,39,15,50
176.5,39,15,50
178.5,39,15,50
180,39,16,50
182,37.5,16,53
182.5,39,17,50
183.5,40,17,50
185,40,18,50
186,38.5,18,53
188.5,40,17,50
190,41,18,48
192,41,18,48
193,41,18,48
194,41,18,48
195.5,42.5,19,45
197,41,18,48
199.5,41,17,48
201.5,41,17,48
203,42,18,48
204.5,42,19,48
206,43,20,48
208.5,43,19,48
210,43,20,48
211.5,42,21,50
213.5,41,21,50
216,41,20,50
217,41,20,50
218.5,42,19,50
221,42,18,50
222.5,42,19,50
224,43,20,50
223.5,43,21,50
225.5,43,21,50
227.5,43,21,50
230,44,22,48
231,43,22,50
233.5,44,21,48
236,44.5,20,45
236.5,43,21,48
240,43,20,48
241.5,44.5,19,45
244,43,18,48
247.5,42,17,50
249,42,16,50
251,44,16,48
252.5,46.5,15,45
254.5,46,15,48
257.5,46,15,48
259.5,46,15,48
261.5,46,15,48
264.5,46,15,48
265.5,45.5,15,45
268,46.5,16,45
270,45,16,48
270.5,43,17,50
271,43,18,50
273.5,41.5,19,53
276,43,18,50
277,42.5,18,53
278.5,42.5,19,53
281,43.5,18,53
284.5,43.5,17,53
286,41.5,18,55
288.5,41.5,17,55
289,40,18,58
289.5,40.5,19,55
291,39,20,58
292,40.5,20,55
293.5,40.5,21,55
296,39,20,58
298.5,41.5,19,55
299,43.5,20,53
300,45,20,50
301.5,45,21,50
303.5,43.5,21,53
306,45,20,50
308.5,43.5,19,53
309,43.5,20,53
308.5,43.5,21,53
309,45,22,50
311,43.5,22,53
313.5,42.5,23,55
315,40,24,58
317.5,40,23,58
319,40,22,58
319.5,38.5,23,61
320.5,37,23,64
321,38.5,22,61
322.5,41,21,58
324,42.5,20,55
325.5,42.5,21,55
327,41,22,58
328.5,39.5,21,61
328,41,22,58
328.5,42.5,23,55
329.5,44.5,23,53
330,46,24,50
331,44.5,24,53
332,43.5,24,53
333.5,41.5,25,55
334,41.5,26,55
334,40,28,58
335,42.5,26,55
334,43.5,28,53
333.5,43.5,29,55
334,44.5,28,53
337,47,26,50
337.5,48,25,48
340,49,24,48
341.5,49,23,48
342,49,24,48
342.5,47,25,50
343,44.5,26,53
343,46,28,50
344,45.5,28,53
345.5,44.5,29,53
346.5,43.5,31,53
348.5,43.5,31,53
350.5,42.5,29,55
351,43.5,28,53
352,46,28,50
355,44.5,26,53
356.5,47,25,50
359,47,24,50
360.5,48,23,50
361,49,22,48
361.5,50,21,48
363,50,20,48
363.5,50,19,48
366,50,18,48
367,50.5,18,45
369.5,48,19,48
371,48,20,48
372,47,20,50
373,48,20,48
374.5,46,21,50
377,44.5,20,53
378,44.5,20,53
377.5,44.5,21,53
377,44.5,22,53
377.5,44.5,23,53
379,41.5,22,55
380,42.5,22,55
381,44.5,22,53
381.5,47,21,50
382.5,43.5,21,53
384,40.5,20,55
385.5,38,19,58
387,37,18,58
387.5,36.5,17,61
388,34,16,64
389.5,36.5,15,61
389.5,34,15,64
389.5,33,15,64
389.5,36.5,15,61
389.5,33,15,64
389.5,34,15,64
390,34,14,64
390.5,34.5,13,67
390.5,35,13,64
390.5,35,13,64
390.5,35,13,64
390.5,36,13,64
390.5,37,13,64
390.5,38.5,13,61
390.5,39,13,58
390.5,37.5,13,61
390.5,37.5,13,61
390.5,37.5,13,61
390.5,37.5,13,61
390.5,35,13,64
390.5,35,13,64
390.5,35,13,64
391,35,12,64
390.5,35,13,64
390.5,35,13,64
390.5,34,13,64
390.5,33,13,64
390.5,35.5,13,61
391.5,34.5,13,61
391.5,36,13,58
392,36.5,12,61
392,34,12,64
390.5,35.5,13,61
390.5,37,13,58
389.5,36.5,13,61
389.5,35,13,64
389.5,36.5,13,61
389,38,14,58
389.5,39,13,58
389.5,38,13,58
390,38,14,58
390.5,38,13,58
390.5,38,13,58
390.5,36.5,13,61
390.5,34,13,64
390.5,34,13,64
390.5,36.5,13,61
390.5,38,13,58
390.5,38,13,58
390.5,38,13,58
390.5,37,13,58
390.5,39.5,13,55
390.5,40.5,13,53
