366.5,176.5,17,17
366,177,18,16
366,177,18,16
366,177,18,16
366,177,18,16
366,177,18,16
365,177,18,16
365,177,18,16
365,177,18,16
365,177,18,16
365,177.5,18,15
365,177,18,16
365,177,18,16
364,177,18,16
364.5,177,19,16
364,177,18,16
364,177,18,16
363.5,177,19,16
364,177,18,16
363,177,18,16
363,177,18,16
362.5,176.5,19,17
362.5,176,19,18
361,176,20,18
360.5,176,21,18
359,176,22,18
358.5,176,23,18
359,176,22,18
358.5,176,23,18
357,176,24,18
357,176,24,18
357.5,176,23,18
357.5,175.5,23,19
357.5,175.5,23,19
356,175.5,24,19
356.5,176,23,18
357,176,22,18
356.5,176,23,18
356,175.5,22,19
356,175,22,20
355.5,175,23,20
355,175,24,20
355,174.5,24,21
355.5,174,23,22
354,174.5,24,21
354,175,24,20
354,175,24,20
354,175,24,20
354,175,24,20
352.5,175,25,20
353,174,24,20
353,173.5,24,21
351.5,173,25,22
352,173.5,24,21
352,173.5,24,21
352.5,173,23,22
352.5,173,23,22
351,173.5,24,21
351,173,24,22
349.5,173,25,22
350,173,24,22
350,173.5,24,21
350,173,24,22
350,173.5,24,21
350,173,24,22
349.5,173,23,22
349,173,24,22
349.5,173,23,22
348.5,173.5,23,21
348.5,173.5,23,21
348.5,173,23,22
347.5,173,23,22
347,173,24,22
347,173,24,22
346,173,24,22
345.5,173,25,22
344.5,173,25,22
344.5,173,25,22
343,173.5,26,23
342,173,28,22
343,173.5,26,23
341,173,28,22
341,172.5,28,23
341,172.5,28,23
340,173,28,22
340,172.5,26,23
340,172,26,24
339,171.5,26,25
338,171.5,26,25
338,171.5,26,25
337,171.5,26,25
337,171.5,26,25
336,171.5,26,25
335,171,28,26
335,171.5,28,25
334,171.5,28,25
334,171,28,26
333,171,28,26
332,171,28,26
330.5,170,29,28
329.5,171,31,28
328,171,32,26
328,170,32,28
328.5,170,31,28
328.5,170,29,28
325.5,169.5,31,29
324,169.5,32,29
324.5,168.5,31,31
324.5,168,29,32
323.5,168.5,29,31
320,169.5,28,31
320,169.5,28,31
318.5,169.5,29,29
318.5,170,29,28
318.5,170,29,28
317.5,170,31,28
317.5,170,31,26
316,170,32,28
315.5,170,31,26
314,170,32,28
313,170,32,26
311,169,34,28
310.5,168.5,35,29
309.5,168.5,35,31
307.5,168.5,37,29
306.5,168.5,37,31
306.5,168.5,35,29
304.5,168.5,37,31
304.5,168.5,37,31
302.5,168.5,39,31
300.5,168.5,41,31
299.5,168.5,41,31
298.5,167,41,32
296.5,166,43,34
295.5,166,43,34
296.5,165.5,41,35
294.5,165.5,43,35
292.5,165.5,43,35
292.5,164.5,41,37
291.5,164.5,41,37
289.5,165.5,43,35
286.5,165.5,45,35
287.5,165.5,43,35
284.5,163.5,45,37
285.5,163.5,43,37
284.5,163.5,43,37
282.5,163.5,45,37
280.5,163.5,45,39
279.5,163.5,45,39
278.5,163.5,45,39
277.5,163.5,45,39
275.5,162.5,45,41
273.5,161.5,47,43
271,160.5,50,43
268,160.5,52,43
265.5,160.5,55,43
265,160.5,52,43
264,160.5,52,43
261.5,160.5,55,43
260,160.5,52,43
260,158.5,50,45
258.5,158.5,47,45
257.5,158.5,47,45
255.5,158.5,47,45
253.5,157.5,47,47
251,157,50,50
250,157,50,50
247,155,52,52
243.5,156,55,50
241.5,156,55,50
239.5,155,55,52
237.5,155,55,52
234.5,155,55,52
233,155,52,52
227.5,153.5,55,55
223,155,58,52
222.5,155,55,52
218,153.5,58,55
217.5,153.5,55,55
212,153.5,58,55
208,153.5,60,55
203.5,152.5,63,55
199.5,151,63,58
193.5,150,67,60
189,148.5,70,63
184.5,149,73,60
182,147.5,70,63
178,145.5,70,67
173.5,145.5,73,67
168.5,144.5,73,67
165,142,70,70
158.5,140.5,73,73
155,140.5,70,73
148.5,139.5,73,73
141.5,139.5,77,73
134.5,140,81,70
127.5,138.5,81,73
120.5,138.5,81,73
112.5,138.5,85,73
106.5,136.5,85,77
102.5,135.5,81,81
93.5,133.5,85,85
82.5,132.5,89,89
71,131.5,94,89
62,129,98,94
50.5,128,103,94
37.5,125,109,98
27,123.5,114,103
16,122.5,114,103
2,119.5,120,109
-12,116,126,114
-20,114,120,114
-39,114.5,126,109
-43,112.5,120,109
-55,113.5,114,109
-53,109,114,114
-36,144.5,120,109
-70,164.5,126,103
-13,156.5,126,109
17,152.5,120,103
38,150,120,98
