213.5,60.5,19,21
213.5,60,19,22
213.5,60,19,22
213.5,60,19,22
213.5,60,19,22
213.5,60,19,22
213.5,60,19,22
213.5,60,19,22
213.5,60,19,22
213,60,20,22
213,60,20,22
213,61,20,22
213,61.5,20,21
212.5,61,21,22
212,61,20,22
212.5,61,19,22
212.5,61,19,22
211,61,18,22
210,61,18,22
207,61,18,22
206,61,18,22
205.5,61,19,22
204.5,61,19,22
201,61,20,22
199.5,60.5,19,23
198,60.5,18,23
195,62,18,22
193.5,62.5,19,21
192,62.5,18,21
191,63,18,20
189,63,18,20
189.5,63,19,20
187,63.5,18,21
183.5,62,17,22
182,61.5,18,23
178.5,61.5,19,23
174,61.5,20,23
173.5,62.5,19,23
173,65,18,22
173,65,18,22
173.5,65.5,19,23
172,65.5,20,23
173,65.5,20,23
172.5,66,19,22
169.5,67,19,22
165,67,20,22
162.5,67.5,19,21
159,67.5,18,21
158,67.5,18,21
157.5,66,17,22
153,66,18,22
150.5,66,19,22
148,66,20,22
144.5,66,21,22
143.5,67,21,22
141.5,66.5,21,23
138.5,67.5,21,23
138,67.5,20,23
136.5,68.5,21,23
136,68.5,20,23
135.5,68.5,21,23
136,69.5,20,23
136.5,69.5,21,23
136,69.5,22,23
136.5,69.5,21,23
137,69.5,20,23
138.5,69.5,19,23
138,70,20,22
138,70,20,22
137.5,70,21,22
137.5,70,21,22
138,70,22,22
139,70,22,22
140,70,22,22
141.5,70,21,22
143,70,20,22
145,70,20,22
148.5,69,21,22
154,69,20,22
157,68,20,22
161,68,20,22
164,67,20,22
167.5,67,21,22
172,67,20,22
175,66.5,20,21
178.5,66,21,22
183,66,20,22
186,65,20,22
189,65.5,20,21
192,65,20,22
195,65,20,22
197,65,20,22
199.5,65,21,22
202,64,20,22
205,64.5,20,21
207,64,20,20
209.5,64,21,20
211.5,64,21,20
214,63.5,20,21
215,63,20,20
218,63,20,20
219,63,20,20
222.5,62.5,19,21
222,62,20,22
224,62,20,22
223.5,62,21,22
226,62,20,22
225.5,61.5,21,23
228,61,20,24
228,60,20,26
229,60,20,26
230,60,20,26
231,60,20,26
232.5,60,19,26
232,60,20,26
233,60,20,26
233,61,20,26
234.5,61,19,24
234,62,20,24
234,62.5,20,23
235.5,64,19,22
235,64,20,22
235,64,20,22
234.5,64,21,22
235.5,64.5,21,21
235.5,64.5,21,21
236,64,20,22
236,64,20,22
236,64.5,20,21
236,64,20,22
236,64,20,22
235.5,64.5,21,21
237,64.5,20,21
238,64,20,20
238.5,63.5,21,21
239.5,63.5,21,21
241,62.5,20,21
242,61.5,20,21
243,62,20,20
244.5,60.5,19,21
245.5,60.5,19,21
245,60.5,20,21
246,60.5,20,21
245.5,60,21,20
246,60,20,20
246,59,20,20
247,59,20,20
247,59.5,20,21
247,59.5,20,21
247,60,20,20
248,59,20,20
247,58,20,20
246.5,57,19,20
246,55.5,18,21
245.5,55,19,22
245.5,54,19,22
244.5,53.5,19,21
244,53,18,20
243,53,18,20
243,53,18,20
243.5,53,17,20
243.5,53,17,20
244.5,53,17,20
244,53.5,18,21
244,53,18,22
245,53.5,18,23
245.5,55.5,17,23
243.5,60,17,22
242,62,18,22
239.5,64.5,19,21
238,66.5,18,21
235.5,69,19,22
234,69.5,20,23
232.5,71.5,19,23
230.5,75,19,22
228.5,77.5,19,23
226.5,80,19,24
224.5,81,19,26
221.5,84,19,24
218,87.5,20,23
215.5,92,21,22
213.5,92.5,21,23
210,95.5,22,23
208.5,97,21,24
205.5,99,21,26
203,99.5,22,27
200.5,103,21,26
197,105,22,26
194.5,108,21,26
192,111,22,26
189.5,112.5,21,27
186.5,114,21,28
183.5,114,21,30
180,118,22,28
177,121.5,22,27
173.5,123,23,28
171,123,24,30
168,125,24,30
166,129,24,28
163,130,24,28
160,131,24,30
157.5,132,23,30
155,134,24,30
152.5,136,23,30
150,139,24,28
147.5,141.5,23,27
145,144,22,26
