204.5,1,53,156
203.5,-2,53,164
204,-2,50,164
204,-2,50,164
204,-2,50,164
203,1,50,156
203,1,50,156
203,1,50,156
202,1,50,156
202,1,50,156
202,2,50,156
202,2,50,156
202,3,50,156
202,3,50,156
201.5,-1,53,164
199,3,56,156
199,3,56,156
199,3,56,156
198,3,56,156
197,3,56,156
197,3,56,156
198.5,4.5,53,149
200,4.5,50,149
200,4.5,50,149
200,4.5,50,149
198.5,5.5,53,149
197.5,5.5,53,149
197.5,5.5,53,149
198,10.5,50,141
197,10.5,50,141
198,6.5,50,149
198,10.5,48,141
197,6.5,50,149
196.5,5.5,53,149
195,3,56,156
196,3,56,156
196,3,56,156
196,3,56,156
197,3,56,156
196,3,58,156
197,3,56,156
197,3,56,156
197,3,56,156
197,4,56,156
197,4,56,156
197,4,56,156
198.5,6.5,53,149
201,10.5,50,141
202,5.5,50,149
202,5.5,50,149
202,5.5,50,149
203,10.5,48,141
202,5.5,50,149
202,6.5,50,149
202,11.5,48,141
203,11.5,46,141
203,11.5,46,141
203,11.5,46,141
203,11.5,48,141
204,14.5,46,135
204,13.5,46,135
203,10.5,48,141
202,5.5,50,149
203,3,50,156
203,3,50,156
203,3,50,156
202.5,0,53,164
204,4,50,156
202.5,1,53,164
202.5,1,53,164
204,5,50,156
204,5,50,156
204,4,50,156
204,4,50,156
204,3,50,156
204,3,50,156
204,4,50,156
204,4,50,156
204,3,50,156
204,4,50,156
203,6.5,50,149
203,6.5,50,149
203,11.5,48,141
204,7.5,48,149
203,4,50,156
203,0,50,164
201.5,0,53,164
200,0,56,164
201.5,-1,53,164
200,0,56,164
200,0,56,164
200,0,56,164
200,0,56,164
202.5,0,53,164
202.5,0,53,164
202.5,0,53,164
203,4,50,156
201.5,0,53,164
203,4,50,156
204,4,50,156
204,4,50,156
204,0,50,164
204,0,50,164
205,0,50,164
204,0,50,164
204,4,50,156
203,4,50,156
203,4,50,156
203,4,50,156
203,4,50,156
203,4,50,156
201.5,0,53,164
203,4,50,156
201.5,0,53,164
203,4,50,156
203,4,50,156
203,4,50,156
201.5,0,53,164
200,0,56,164
200,1,56,164
200,1,56,164
201.5,0,53,164
201.5,0,53,164
202.5,0,53,164
202.5,0,53,164
202.5,0,53,164
202.5,0,53,164
202.5,0,53,164
202.5,0,53,164
204,0,50,164
204,0,50,164
203,4,50,156
201.5,0,53,164
201.5,0,53,164
201.5,0,53,164
201.5,0,53,164
201.5,0,53,164
200.5,0,53,164
200.5,0,53,164
199,0,56,164
201.5,0,53,164
199,0,56,164
199,0,56,164
199,0,56,164
199,0,56,164
199,0,56,164
199,0,56,164
199,0,56,164
199,0,56,164
198,0,58,164
199,0,56,164
199,0,56,164
201.5,0,53,164
200,0,56,164
200,0,56,164
201.5,0,53,164
201.5,0,53,164
201.5,0,53,164
199,0,56,164
199,0,56,164
199,0,56,164
198,0,58,164
198,1,58,164
198,0,58,164
198,0,58,164
198,0,58,164
198,0,58,164
198,0,58,164
198,0,58,164
199,0,56,164
