219,86.5,32,15
218,87,32,14
217,87,32,14
214,88,34,14
212.5,88,35,14
210,88,34,14
210,88.5,32,13
209,88,32,14
207,88,32,14
204,88,34,14
202.5,88,35,14
201,89,34,14
199.5,89,35,14
198,89,34,14
196.5,89.5,35,13
193.5,90,37,12
193.5,90.5,35,13
189.5,91,37,12
190.5,90.5,35,13
187.5,90,37,14
186.5,91,35,14
185.5,91,35,14
183.5,91,35,14
182.5,91.5,35,13
180.5,91.5,35,13
178.5,91.5,35,13
177,92,34,14
175.5,92,35,14
171.5,92.5,37,13
172.5,92.5,35,13
170.5,92,35,14
166.5,93.5,37,13
165.5,94,37,12
165.5,94,35,12
163.5,94,35,12
160.5,93.5,35,13
159.5,94.5,35,13
157.5,94.5,35,13
156.5,94,35,14
152.5,94,37,14
150.5,95,39,14
147.5,95,39,14
147.5,95,37,14
146.5,95,35,14
143.5,95,37,14
141.5,96,37,14
138.5,96,39,14
136.5,96,39,14
133.5,96,41,14
132.5,97,39,14
130.5,97,39,14
128.5,97,41,14
124.5,97,43,14
124.5,98,41,14
121.5,97.5,43,15
120.5,98,41,14
116.5,98,43,14
116.5,98.5,41,15
114.5,99,39,14
111.5,99,41,14
108.5,99,43,14
107.5,99,43,14
106.5,100,41,14
102.5,100,43,14
100.5,100,43,14
97.5,100,45,14
96.5,101,43,14
92.5,101,45,14
91.5,101,43,14
89.5,102,43,14
87.5,102,43,14
84.5,102,45,14
81.5,102.5,45,15
79.5,102.5,47,15
76.5,103,47,14
72,102.5,50,15
72.5,103.5,47,15
70.5,103.5,47,15
68.5,104,45,14
66.5,103.5,45,15
62.5,104.5,47,15
60.5,105,47,14
58.5,105,47,14
55.5,106,47,14
51,105.5,50,15
51.5,105,47,16
46,104.5,50,17
44,104.5,50,17
41,105.5,52,17
39,105.5,50,17
36,105.5,50,17
35.5,106.5,47,17
31,106.5,50,17
29,106.5,52,17
26,107.5,52,17
21.5,107.5,55,17
17.5,107.5,57,17
16.5,107.5,55,17
15,108.5,52,17
12,108.5,52,17
10,108,52,18
