3.5,81.5,17,27
5,81.5,18,27
7.5,82,19,26
11,82,20,26
12.5,80.5,21,27
15.5,81,21,26
19.5,81,21,26
22,80.5,22,27
24.5,80.5,21,27
27.5,79,21,28
32,78,20,30
34.5,79,19,28
38,79.5,18,27
41,80,18,26
43,79.5,18,27
45.5,80,19,26
47.5,78.5,19,27
51,79,20,26
51.5,78.5,21,27
56,77.5,20,27
58.5,78,19,26
60.5,78,19,26
63,78,18,26
65.5,78,19,26
68,76.5,20,27
70.5,76.5,19,27
72.5,77,19,26
75.5,77,19,26
78.5,76,19,26
79.5,76,19,26
81.5,76,19,26
85,76,18,26
88,76,18,26
90,76,18,26
91.5,75,19,26
93.5,74.5,19,27
97,75,18,26
99,75,18,26
101,74,18,26
103,74,18,26
105,74,18,26
108.5,74,17,26
110,74,18,26
111.5,74,19,26
114,74,18,26
116,73,18,26
118,73,18,26
120,73,18,26
122,73,18,26
124,73,18,26
126,72,18,26
127,72,18,26
130,72,18,26
130.5,72,19,24
132.5,72.5,19,23
135,72.5,18,23
137,72,18,24
139,72,18,24
140.5,72,19,24
143,71,18,26
143.5,71,19,24
145.5,71.5,19,23
148,72,18,22
150,72,18,22
151,70.5,18,23
152.5,70.5,19,23
155,71,18,22
156,71.5,18,21
159.5,71.5,17,21
160,71.5,18,21
160.5,71,19,22
162.5,71,19,22
165,71,18,22
166,70.5,18,21
168,70,18,22
169,70.5,18,21
171,70.5,18,21
173,70.5,18,21
175.5,70.5,17,21
176,70.5,18,21
176.5,70.5,19,21
179,70,18,22
180,70,18,22
182,68.5,18,23
182.5,69,19,22
184,69.5,18,21
186,69.5,18,21
187,69,18,22
189,68.5,18,21
190,69,18,20
192.5,69,17,20
193,68.5,18,21
193.5,69,19,20
195,69,18,20
197,68.5,18,21
198,68.5,18,21
198.5,67,19,22
200,67.5,18,21
202.5,67.5,17,21
204,67.5,16,21
205.5,68,15,20
206.5,68,15,20
207.5,68,15,20
209.5,68,15,20
211,68.5,14,19
211.5,68,15,20
212.5,67,15,20
213.5,66.5,15,21
214.5,67,15,20
215.5,67,15,20
217.5,67,15,20
218.5,67.5,15,19
219.5,67.5,15,19
220.5,67,15,20
221.5,67,15,20
223,67,14,20
223.5,66.5,15,21
225,66,14,20
225.5,66,15,20
227,66.5,14,19
227.5,66,15,20
228.5,66,15,20
229.5,66,15,20
230.5,65.5,15,21
232,66,14,20
233,66.5,14,19
232.5,66.5,15,19
233.5,66,15,20
234.5,66,15,20
235.5,65,15,20
237,65,14,20
