89,82.5,22,15
89,83,22,14
89.5,83,21,14
89.5,83,21,14
89.5,83,21,14
90,83,22,14
90.5,83.5,21,15
91,83.5,22,15
91.5,84,21,14
92,84,22,14
91.5,84,23,14
93,85,24,14
94,85,24,14
94,85.5,24,13
95,86,24,12
96,86,24,12
96.5,86,25,12
96.5,85.5,25,13
98,85.5,24,13
98,85.5,24,13
98.5,85.5,25,13
98.5,85,25,14
99,85,24,14
100,86,24,14
101,86,24,14
102,86,24,14
102.5,86,23,14
103.5,86,23,14
103.5,87,23,14
104.5,87,23,14
105.5,86.5,23,15
106,86.5,24,15
106.5,87,25,14
107.5,87,25,14
109,87.5,24,13
110,87.5,24,13
110.5,88.5,25,13
112,88.5,24,13
112,89,24,12
113,88.5,24,13
113,88,24,14
114,88,24,14
115,87.5,24,15
115.5,87,23,16
116.5,85.5,23,17
118,85.5,24,17
118.5,85.5,25,17
118.5,85.5,25,17
119.5,85.5,25,17
122,85.5,24,17
121.5,85.5,25,17
121.5,85.5,27,17
122,86.5,28,17
123,86.5,28,17
124,88,28,16
124.5,88,29,16
126.5,88.5,31,15
128.5,89,31,14
128.5,88.5,33,15
128,88,34,16
129.5,88,33,16
130.5,87.5,33,17
132.5,87.5,31,17
133.5,87.5,29,17
134.5,87.5,29,17
137,87.5,28,17
138,87.5,28,17
138.5,88.5,29,17
140.5,88.5,29,17
141.5,88.5,29,17
142.5,88,29,18
143.5,87.5,31,19
145.5,88,29,18
148,88.5,28,19
148.5,88.5,29,19
150.5,88.5,31,19
152.5,88.5,29,19
155,89,28,18
155.5,89,29,18
156.5,89,29,18
157.5,88.5,31,19
158.5,89.5,33,19
160.5,89.5,33,19
162,89.5,34,19
163,90.5,36,19
164,90.5,38,19
165,90.5,40,19
165.5,90.5,41,19
168,90,40,20
169,89.5,40,21
171.5,89,41,22
170.5,90.5,41,21
171,91,44,20
174,91.5,46,21
178,92.5,46,21
180,92.5,44,21
180,91,44,22
178,91,46,22
183,92.5,48,21
184,91.5,50,21
187,91.5,50,21
190,91.5,48,21
193,92,48,22
196,92.5,50,21
197,93.5,50,21
199,93.5,48,21
201,93.5,50,21
205,93.5,48,21
208,94,46,20
209,93.5,46,21
214,94,44,20
219.5,95.5,41,19
222,95.5,40,19
225,95.5,38,19
228,95.5,38,19
231,95,38,20
231,94.5,38,21
237,94.5,38,21
240,95.5,36,21
245,96,34,20
247,95.5,34,21
250,96.5,36,21
252,95,38,22
254,96.5,40,21
258,96,40,22
263,96.5,38,21
267,97.5,36,21
271,97.5,36,21
275,97.5,36,21
279,98,38,20
282,98,40,20
